id,name,speciality,taste,medicine type,passing,have,effect
5347,山豆根,,,,,,清热
5348,ngix gheib ghad仰抵嘎（沙参）,热,甜,热药,冷经,,清热养阴、润肺止咳
5349,kaid vud凯欧（黄精）,热,甜,热药,冷经,,bud bongt qeb jind布笨曲靳（补气养水）、maix diangl maix ves nait bud bongt 麦靓麦韦芳布笨（健脾益气）、qeb jind rek hfad nais pob 曲靳任复奈波（滋阴润肺）
5350,穿心莲,,,,,,清虚热、补气
5351,wok sob veb乌索欧（龙葵）,冷,苦,冷药,热经,,hxub hxab kid tat jab旭嘎凯沓痂（清热解毒）、zangl diod hxangd yangk angt漳丢象泱安（消肿散瘀）、vas eb wal洼欧完（利尿）
5352,芙蓉花叶,,,,,,清热凉血、生肌
5353,jab juf six佳架山（小龙胆草）,冷,苦,冷药,热经,,hxub hxab kib zaod net旭嘎凯造内（清热燥湿）、hxub hxab sand baix dul旭嘎汕渣都（清肝泻火）、tad jab沓痂（解毒）
5354,vob heaib wek beix萬灰萬菲（蒲公英）,冷,微苦,冷药,热经,,hxab hxad kib tad jab旭嘎凯沓痂（清热解毒）、dangf mongb zahgl zent挡蒙漳砧（止痛散结）
5355,vob heeb kab nied萬灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）、yangk angt泱安（消肿）
5356,vob bad nigax萬坝仰（夏枯草）,冷,苦、微辛,冷药,热经,,yangk angt zahgl zent泱安漳砧（消肿散结）
5357,det bongx niat豆榜芳（木芙蓉）,热,辛,热药,冷经,,清热凉血、生肌
5358,jab eb wok佳欧雾（水黄花）,冷,苦,冷药,热经,,hxub hxad kib tad jab旭嘎凯沓痂（清热解毒）、vas eb洼欧（利水）
5359,wak sob ved乌索欧（龙葵）,冷,,冷药,热经,小毒,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、zangl diod hxangd yangk angt漳丢象泱安（消肿散瘀）、vas eb wal洼欧完（利尿）
5360,野芝麻,,,,,,清热解毒
5361,ghab jongx bel sob xok gax bas嘎炯布梭学嘎八（见血飞）,冷,苦,冷药,热经,,dias jent dangf mongb滇劫挡蒙（祛风止痛）、zangl diod hxangd yangk angt滇丢象泱安（散瘀消肿）、yangk angt tad jab泱安沓痂（消肿解毒）
5362,ghab nex vob xangt det嘎佬葛相豆（大青叶）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
5363,vob heeb kab nied萬灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）、yangk angt泱安（消肿）
5364,bangx vob hvid榜葛芜（野菊花）、vob heaibwek beix葛灰葛菲（蒲公英）,冷,微苦,冷药,热经,,hxab hxad kib tad jab旭嘎凯沓痂（清热解毒）、dangf mongb zahgl zent挡蒙漳砧（止痛散结）
5365,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,dias jent caf net 滇劫滁内（祛风除湿）
5366,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,senb hxangd 赊象（凉血）
5367,九里光,,,,,,清热
5368,jab ob jent zot佳萬金左（狗肝菜）Jab ghab ngnad佳嘎莪（鹅儿肠）,热,甜、微酸,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、senb hxangd赊象（凉血）、diod hxangd dangf mongb丢象挡蒙（化瘀止痛）
5369,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,senb hxangd赊象（凉血）
5370,臭牡丹,,,,,,清热解毒
5371,bangx vob hvid榜萬芜（野菊花）、jangx lul vongx dail者老翁德（漆姑草）、vob heaib wek beix萬灰萬菲（蒲公英）,冷,苦,冷药,热经,,hxab hxad kib tat jab旭嘎凯沓痂（清热解毒）、dangf mongb zahgl zent挡蒙漳砧（止痛散结）
5372,bol zeng lef播整路（皂角刺）,热,辛,热药,冷经,,活血消肿、排脓
5373,vob heeb kab nied萬灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）、yangk angt泱安（消肿）
5374,geib jab let姬佳诺（阳雀花根）,热,淡甜、微辛,热药,冷经,,bud bongt yis hxent布笨怡渥（补气养阴）
5375,bod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vs ebcaf net洼沃除内（利水渗湿）
5376,jb eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）
5377,lax lik娜丽（薯芎）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、tit bongt dangf mongb替笨挡蒙（理气止痛）
5378,vb tad hxend葛它信（冬葵子）,冷,苦,冷药,热经,,清热解毒、消肿止痛
5379,hsob hxangt嗟尚（大血藤）,冷,苦,冷药,热经,,vex hxangl seix loud维象赊洛（活血通经）
5380,vb ghanb nail葛嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,tit bongt dangf mongb替笨挡蒙（理气止痛）、dias jent tad jab滇劫沓痂（祛风解毒）
5381,jb jex liux加九留（四块瓦）,热,辣,热药,冷经,,vex hxangd dongd mongb维象挡蒙（活血止痛）、dias diod hxangf tad jab滇丢象沓痂（散瘀解毒）
5382,丹参,,,,,,活血凉血
5383,vob jex diul bod kongb葛主独波科（九头狮子草）,冷,苦,冷药,热经,,tad biaox沓标（解表）、det bongx niat豆榜芳（芙蓉花）、性热、味甜、微苦、属热药、入冷经、hxub hxad kib tad jab旭嘎沓痂（清热解毒）
5384,lax lik娜惹（黄山药）,热,甜、微辛,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、tit bongt dangf mongb替笨挡蒙（理气止痛）
5385,zend det vob bol珍豆萬播（枸杞）,热,甜,热药,冷经,,退热、凉血补肾
5386,双肾草,热,甜、微苦,热药,冷经,,rek hfad nais pob 任复奈波（补气壮阳）、bud diuf 布丢（补肾）
5387,ghab jongx bel sob xok gax bas 嘎炯布梭学嘎八（见血飞）,冷,苦,冷药,热经,,dias jent dangf mongb滇劫挡蒙（祛风止痛）、zangl diod hxangd yangk angt滇丢象泱安（散瘀消肿）、yangk angt tad jab泱安沓痂（消肿解毒）
5388,jab ngol xid佳莪潘（淫羊藿）,热,辣、甜,热药,冷经、快经、半边经,,pud diuf布丢（补肾）、jongl dail hsongd炯带松（强筋骨）、vas net dias jent洼内滇劫（祛风湿）、诸药合用共起祛风散寒、壮腰、温经止痛
5389,jab liub hxangd佳榴枪（土升麻）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）、ves hxid seix loud维洗赊洛（疏筋活络）
5390,bel jal feib布佳菲（阎王刺）,冷,苦、涩,冷药,热经,,dias jent caf nef滇劫滁内（祛风活络）tad jab yangk angt沓痂泱安（解毒消肿）
5391,jab ghangb nen goix佳嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,tad jab yangk angt沓痂泱安（解毒消肿）seix loud ves loud赊洛维洛（通经活络）
5392,jab ngail mait佳莪罢（七叶莲）,冷,苦,冷药,热经,,祛风除湿、活血止痛、诸药温经散寒、活络止痛
5393,vob niangx hxib菖仰西（小血藤）,热,酸、涩,热药,冷经,,senb hxangd dangf hxangd 赊象挡象（活血止痛）、dias ghab ngol dangf nglol 滇哈格挡苟（通络）
5394,jab jex liux加九留（四块瓦）,热,辣,热药,冷经,,zangl seil dangf ngol漳射挡蒙（散寒止痛）、vex hxangd dongd mongb维象挡蒙（活血止痛）、dias diod hxangf tad jab滇丢象沓痂（散瘀解毒）
5395,jab nix khaib 佳里凯（苕叶细辛）,热,辣,热药,冷经,小毒,tad biaox zangl seil沓标漳射（发表散寒）
5396,zend fab hxub珍发秋（木瓜）,冷,酸、涩,冷药,热经,,hxub hxab sand fangx旭嘎汕仿（平肝）、vex hxid维洗（疏筋）、sul qub素迄（和胃）、caf net滁内（除湿）
5397,vob qangd niul葛强牛（续断）,热,甜,热药,冷经,,bud diuf khand vut sand布丢汗吴汕（补肝肾）、bud hsongd布冲（补骨）
5398,jab ngail mait佳莪罢（七叶莲）,冷,苦,冷药,热经,,祛风除湿、活血止痛
5399,hsob hxangt嗟尚（大血藤）,冷,苦,冷药,热经,,vex hxangl seix loud维象赊洛（活血通经）、dias jent caf net滇劫滁内（祛风除湿）
5400,vob bel diangd萬布当（刺五加）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）、ves hxid jongt dail hsongd维洗炯带松（强筋壮骨）、诸药壮腰、除湿、散寒、止痛
5401,ghab jiongb det diok naob嘎炯豆丢劳独（白金条）,热,麻、辣,热药,冷经,大毒,
5402,dlob pit diek舒比丢（鬼箭羽）,冷,苦,冷药,热经,,diod hxangd丢象（破血）、seix loud赊洛（通经）
5403,jab det geix zangb佳豆给棕（威灵仙）,热,辛辣,热药,冷经,,祛风湿、通经络、止痛
5404,jab jex liux加九留（四块瓦）,热,辣,热药,冷经,,zangl seil dangf ngol漳射挡蒙（散寒止痛）、vex hxangd dongd mongb维象挡蒙（活血止痛）、dias diod hxangf tad jab滇丢象沓痂（散瘀解毒）
5405,jab ghab nex goix加嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,tad jab yangk angt 沓痂泱安（解毒消肿）seix loud ves loud 赊洛维洛（通经活络）
5406,jex sangx ghut ghut ngeil niub 酒桑咯咯列里（牛膝）,冷,酸、苦,冷药,热经,,vex hxangd yangx diod hxangd维象烽丢象（活血化瘀）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
5407,det vob gangb豆葛岗（桑枝）,冷,苦,冷药,热经,,祛风除湿、通经络、利关节、诸药共起清热除湿、活血止痛
5408,ghab bob det vob嘎葆豆萬（木防己）,冷,苦,冷药,热经,,dias jent dangt mongd滇劫挡蒙（祛风止痛）
5409,jex sangx ghut ghut ngeil niub酒桑咯咯列里（牛膝）,冷,酸、苦,冷药,热经,,vex hxangd yangx diod hxangd维象律丢象（活血化瘀）、vas jut caf net洼居滁内（利尿除湿）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
5410,zend feb hxub珍发秋（木瓜）,热,酸,热药,冷经,,vex hxid维洗（疏筋）、jab jex liux加九留（四块瓦）、性热、味辣、属热药、入冷经、dangf ngol 挡蒙（止痛）、vex hxangd dongd mongb 维象挡蒙（活血止痛）、dias diod hxangf tad jab 滇丢象沓痂（散瘀解毒）
5411,ghab jiongb det diok naob嘎炯豆丢劳独（八角枫）,热,麻、辣,热药,冷经,大毒,dias jent caf net滇劫滁内（祛风除湿）、ves hxia scix loud维洗赊洛（疏筋通络）
5412,det vil gheib豆野给（六月雪）,平,淡、微甜,两经药,,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）、dias jent caf net滇劫滁内（法风除湿）、诸药活血化瘀、清热止痛
5413,zab jil jenb vongx抓尖金涌（岩爬藤）,热,辛、微酸,热药,冷经,,vex hxangd tad jab维象沓痂（活血解毒）、dias jent zaok net滇劫滁内（祛风燥湿）
5414,vob yuk jab hlieb窝壳溜（泽兰）,冷,苦、微甜,冷药,热经,,dias jent caf net滇劫滁内（祛风除湿）、dangf mongd hxend hsongd挡蒙兴冲（止痛强筋）
5415,det dent豆顿（杜仲）,热,甜,热药,冷经,,bud sand bud diuf布汕布丢（补肝肾）、jongt dail hsongd炯带松（壮筋骨）
5416,vob dlaib not萬山落（乌药）,热,辛、微辣,热药,冷经,,hxed qub zangl seil荷迄漳射（温胃散寒）、tit bongt dangf mongb替笨挡蒙（理气止痛）
5417,bangx vob hvid榜萬芜（野菊花）,冷,苦,冷药,冷经、快经、半边经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
5418,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax Kid Tad Jab拉凯沓痂（泻火解毒）
5419,vob dHangb diek葛相席（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风毒）、xeeb hfad nais pob卸复奈波雾（宣肺）
5420,vob jex bib bad葛祖另!1芭（白花前胡）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul ghad ngol摆笨阶哈格（降气化痰）
5421,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,hxub hxad kid tad jab 旭嘎凯沓痂（清热解毒）、senb hxangd 赊象（凉血）
5422,det bix hek hab fangt 豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
5423,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）、dias jent caf net滇劫滁内（除湿止痛）
5424,vob jux bix yut葛久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot dangf ngol任复奈波挡苟（润肺止咳）、诸药合用清热、解毒、止痛、润肺止咳
5425,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
5426,ngix gheib ghob bad额给戈坝（桔梗）,冷,苦、微辛,冷药,热经,,xeeb hfad nais pob 卸复奈波（宣肺）、zangl seil 漳射（散寒）dias ghab ngol 滇哈格（祛痰）
5427,zand dlenx 珍桐（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通络）、tad jab沓痂（解毒）
5428,vob khok ed葛壳欧（薄荷）,热,辛,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）
5429,vob diuk离丢（鱼腥草）,热,酸、涩,热药,冷经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、诸药合用清热解毒、润肺止咳
5430,vob diuk萬丢（鱼腥草）,热,酸、涩,热药,冷经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、vas eb yangk angt洼沃泱安（利水消肿）
5431,红藤,,,,,,清热、活血、化瘀
5432,zand dlenx珍桐（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通络）、tad jab 沓痂（解毒）
5433,jab ob bit jit nex佳萬遍尖脑（半枝莲）,冷,苦,冷药,热经,,hxub hxab kib tad jab 旭嘎凯沓痂（清热解毒）、ves hxangd yangx diod hxangd维象律丢象（活血化瘀）、zahgl zent dangf mongb 漳砧挡蒙（散结止痛）
5434,bangx vob jiut萬就（幕草）,冷,苦,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、vas eb yangk angt洼沃泱安（利水消肿）
5435,vob bad nigax萬坝仰（夏枯草）,冷,苦、微辛,冷药,热经,,ves sand维汕（清肝）、yangk angt zahgl zent泱安漳砧（消肿散结）
5436,zend ded珍陡（茵仁米）,平,甜、淡,两经药,,,maix diangl maix ves nait麦靓麦韦莎（健脾）、vas net洼内（利湿）
5437,jab zangd naib佳美勒（败酱草）、vob heaib wek beix萬灰萬菲（蒲公英）,冷,微苦,冷药,热经,,hxab hxad kib tad jab旭嘎凯沓痂（清热解毒）、dangf mongb zahgl zent挡蒙漳砧（止痛散结）
5438,兔耳风,,,,,,润肺止咳、上药清热解毒、祛瘀消肿
5439,det vil gheib豆野给（白马骨）,平,淡、微甜,两经药,,,hxub hx- ad kid tad jab旭嘎凯沓痂（清热解毒）、dias jent caf net滇劫滁内（祛风除湿）
5440,vob heeb kab nied萬灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）、yangk angt泱安（消肿）
5441,zend mangb珍蟒（杏仁）,冷,苦,冷药,热经,小毒,止咳、润肺
5442,bangx vob hvid榜萬芜（野菊花）,冷,苦,冷药,热经、快经、半边经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
5443,jab hsenk hsongd佳兴松（白毛夏枯草）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）Jul ghab dongb ngol阶哈格挡苟（化痰止咳）、senb hxangd hangb diod hxangd赊象沆丢象（凉血化瘀）、诸药合用清热解毒、化痰止咳
5444,vob bel bat hlieb萬布罢确（大蓟）,热,甜,热药,冷经,,senb hxangd dangf hxangd赊象挡象（凉血止血）、zangl diod yangk angt漳丢泱安（散瘀消肿）、tad jab沓痂（解毒）
5445,vob bel bat niab葛布罢娜（小蓟）,冷,苦,冷药,热经,,khangd vut yis hvent hxangd汗吾益萬象（滋补精血）、hxub hxab kid旭嘎凯（清热）、dangf hxangd挡象（止血）
5446,zend ded珍陡（茂仁米）,平,甜、淡,两经药,,,maix diangl maix ves nait麦靓麦韦芳（健脾）、vas net洼内（利湿）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
5447,Vob heeb kab nied萬灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）
5448,ghab jongx bel sob xok gax has嘎炯布梭学嘎八（见血飞）,冷,苦,冷药,热经,,活血化瘀止痛
5449,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷,,
5450,ghod menl ghumb阿梅棍（金养麦）,冷,酸、苦,冷药,热经,,清热解毒、祛瘀排脓、消肿止痛
5451,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
5452,xob naf葛娜（芥菜）,热,甜,热药,冷经,,hxub hxab kib旭嘎凯（清热）
5453,vob bik seix nlieb葛比赊幼（马蹄金）,冷,苦、微辛,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、zaok net vex hxangd造内维象（燥湿活血）、yangk angt泱安（消肿）
5454,vob haib hxub萬灰秋（土大黄）,冷,苦、涩,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）
5455,det vob gangb豆萬岗（桑白皮）,热,甜,热药,冷经,,泻肺
5456,niangx ongs bat仰松芭（香附）,热,微甜,热药,冷经,,tit bongt ves sand替笨维汹（理气疏肝）、niox ghad hxangd扭哈象（调经）dongb mongb挡蒙（止痛）
5457,vob yuk jab hlieb萬有佳溜（狗脊）Anagnx dlob ghat仰嗟嘎（鸡血藤）,热,甜、微苦,热药,冷经,,hx・ ub hxab kid caf net旭嘎凯滁内（清热利湿）、dangf hxangd挡象（止血）
5458,vob hsongd ghand萬冲岗（白花蛇舌草）,平,淡、微甜,两经药,,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、vas eb yangk angt 洼欧泱安（利湿消肿）
5459,zand dlenx珍布司（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通络）、tad jab沓痂（解毒）
5460,小茴香,,,,,,顺气
5461,nang vob ob yut朗萬跃（小二仙草）,冷,苦,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、niox ghad hxangd vex hxangd扭哈象维象（调经活血）
5462,vob niangx hxib萬仰西（小血藤）,热,酸、涩,热药,冷经,,hxangd hangd dangf hxangd 赊象挡象（凉血止血）、dias ghab ngol滇哈格（化瘀）
5463,vob haib hxub萬灰秋（土大黄）,冷,苦、涩,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd dangf hxangd赊象挡象（活血止血）
